PeriodEnd,PeriodStart,Period,AirTemp,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,PrecipitableWater,RelativeHumidity,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith,AlbedoDaily
2022-04-16T13:00:00Z,2022-04-16T12:00:00Z,PT60M,19.6,72,92.9,17.4,0,0,0,0,53.5,86.8,1009.5,38,5.4,108,0.14
2022-04-16T14:00:00Z,2022-04-16T13:00:00Z,PT60M,19.4,64,82.7,16.8,0,0,0,0,51.6,85.2,1010.1,38,5.2,121,0.14
2022-04-16T15:00:00Z,2022-04-16T14:00:00Z,PT60M,19.2,53,71.3,16.4,0,0,0,0,50.6,84.1,1011.1,28,4.6,133,0.14
2022-04-16T16:00:00Z,2022-04-16T15:00:00Z,PT60M,18.9,36,32.2,16.1,0,0,0,0,51.0,83.8,1011.5,24,3.8,142,0.14
2022-04-16T17:00:00Z,2022-04-16T16:00:00Z,PT60M,18.5,12,43.5,15.8,0,0,0,0,52.0,84.6,1011.3,25,3.4,148,0.14
2022-04-16T18:00:00Z,2022-04-16T17:00:00Z,PT60M,18.1,-16,53.0,15.5,0,0,0,0,52.0,85.1,1011.1,27,3.5,148,0.14
2022-04-16T19:00:00Z,2022-04-16T18:00:00Z,PT60M,17.6,-39,39.3,15.2,0,0,0,0,51.7,85.6,1011.0,27,3.7,141,0.14
2022-04-16T20:00:00Z,2022-04-16T19:00:00Z,PT60M,17.2,-54,41.2,15.0,0,0,0,0,51.4,86.9,1010.9,21,3.6,131,0.14
2022-04-16T21:00:00Z,2022-04-16T20:00:00Z,PT60M,17.0,-65,40.5,14.9,0,0,0,0,51.2,87.4,1011.0,18,3.3,119,0.14
2022-04-16T22:00:00Z,2022-04-16T21:00:00Z,PT60M,16.9,-72,57.4,14.9,0,0,0,0,51.4,87.7,1011.3,23,2.8,106,0.14
2022-04-16T23:00:00Z,2022-04-16T22:00:00Z,PT60M,17.0,-78,63.8,14.9,1,0,0,1,51.5,87.7,1011.9,23,2.6,93,0.14
2022-04-17T00:00:00Z,2022-04-16T23:00:00Z,PT60M,17.0,-84,84.0,14.8,15,0,0,15,50.7,87.2,1012.7,12,2.7,79,0.14
2022-04-17T01:00:00Z,2022-04-17T00:00:00Z,PT60M,17.0,-89,86.0,14.9,36,0,0,36,50.0,87.2,1013.6,10,2.6,65,0.14
2022-04-17T02:00:00Z,2022-04-17T01:00:00Z,PT60M,17.1,-95,95.1,14.9,23,0,0,23,49.9,87.2,1014.2,11,2.3,51,0.14
2022-04-17T03:00:00Z,2022-04-17T02:00:00Z,PT60M,17.3,-102,87.7,15.0,86,0,0,86,50.0,86.3,1014.5,12,2.2,37,0.14
2022-04-17T04:00:00Z,2022-04-17T03:00:00Z,PT60M,17.6,-116,81.4,15.1,149,0,0,149,50.0,85.0,1014.4,21,2.2,24,0.14
2022-04-17T05:00:00Z,2022-04-17T04:00:00Z,PT60M,18.0,-152,79.1,15.2,181,0,0,181,49.8,84.0,1013.9,22,2.4,13,0.14
2022-04-17T06:00:00Z,2022-04-17T05:00:00Z,PT60M,18.1,145,73.3,15.3,232,0,0,232,50.6,83.7,1013.3,21,2.5,14,0.14
2022-04-17T07:00:00Z,2022-04-17T06:00:00Z,PT60M,18.2,113,87.3,15.4,102,0,0,102,52.0,83.7,1012.5,26,2.4,25,0.14
2022-04-17T08:00:00Z,2022-04-17T07:00:00Z,PT60M,18.2,101,71.7,15.4,180,0,0,180,52.9,83.7,1011.8,23,2.5,39,0.14
2022-04-17T09:00:00Z,2022-04-17T08:00:00Z,PT60M,18.2,94,67.5,15.4,151,0,0,151,53.4,83.7,1011.2,24,2.6,52,0.14
2022-04-17T10:00:00Z,2022-04-17T09:00:00Z,PT60M,18.2,88,92.3,15.5,22,0,0,22,53.4,84.0,1010.9,28,2.6,66,0.14
2022-04-17T11:00:00Z,2022-04-17T10:00:00Z,PT60M,18.2,83,77.1,15.6,14,0,0,14,53.3,84.5,1011.2,21,2.3,80,0.14
2022-04-17T12:00:00Z,2022-04-17T11:00:00Z,PT60M,17.9,78,40.6,15.5,1,0,0,1,52.6,85.6,1012.2,9,2.2,94,0.14
2022-04-17T13:00:00Z,2022-04-17T12:00:00Z,PT60M,17.8,71,46.9,15.6,0,0,0,0,52.0,87.2,1013.1,5,2.2,108,0.14
2022-04-17T14:00:00Z,2022-04-17T13:00:00Z,PT60M,17.7,63,43.6,15.9,0,0,0,0,52.2,88.7,1014.1,357,2.1,121,0.14
2022-04-17T15:00:00Z,2022-04-17T14:00:00Z,PT60M,17.7,52,48.8,16.0,0,0,0,0,51.9,89.8,1014.7,359,2.1,132,0.14
2022-04-17T16:00:00Z,2022-04-17T15:00:00Z,PT60M,17.7,36,60.0,16.2,0,0,0,0,51.2,90.6,1014.9,4,2.0,142,0.14
2022-04-17T17:00:00Z,2022-04-17T16:00:00Z,PT60M,17.6,12,63.0,16.2,0,0,0,0,50.9,91.5,1014.9,1,2.0,148,0.14
2022-04-17T18:00:00Z,2022-04-17T17:00:00Z,PT60M,17.4,-16,63.3,16.1,0,0,0,0,50.7,92.4,1014.8,350,2.4,147,0.14
2022-04-17T19:00:00Z,2022-04-17T18:00:00Z,PT60M,17.2,-38,44.5,16.0,0,0,0,0,50.4,92.7,1014.6,346,2.7,141,0.14
2022-04-17T20:00:00Z,2022-04-17T19:00:00Z,PT60M,17.0,-54,50.2,15.8,0,0,0,0,50.7,92.9,1014.4,351,2.6,131,0.14
2022-04-17T21:00:00Z,2022-04-17T20:00:00Z,PT60M,16.8,-65,67.7,15.7,0,0,0,0,50.8,92.9,1014.3,358,2.7,119,0.14
2022-04-17T22:00:00Z,2022-04-17T21:00:00Z,PT60M,16.7,-72,72.8,15.5,0,0,0,0,50.5,92.6,1014.6,2,3.1,106,0.14
2022-04-17T23:00:00Z,2022-04-17T22:00:00Z,PT60M,16.7,-78,68.4,15.3,1,0,0,1,50.3,91.7,1015.2,360,3.3,92,0.14
2022-04-18T00:00:00Z,2022-04-17T23:00:00Z,PT60M,16.6,-83,79.4,15.0,22,0,0,22,49.1,90.3,1016.2,1,3.7,78,0.14
2022-04-18T01:00:00Z,2022-04-18T00:00:00Z,PT60M,16.7,-88,89.1,14.6,33,0,0,33,46.6,88.0,1017.3,7,4.2,64,0.14
2022-04-18T02:00:00Z,2022-04-18T01:00:00Z,PT60M,16.8,-94,80.0,14.3,105,0,0,105,44.3,85.5,1018.1,9,4.4,50,0.14
2022-04-18T03:00:00Z,2022-04-18T02:00:00Z,PT60M,17.0,-102,82.6,14.3,128,0,0,128,44.1,84.1,1018.6,6,4.5,37,0.14
2022-04-18T04:00:00Z,2022-04-18T03:00:00Z,PT60M,17.2,-115,68.9,14.2,267,0,0,267,44.5,83.1,1018.7,4,4.6,23,0.14
2022-04-18T05:00:00Z,2022-04-18T04:00:00Z,PT60M,17.3,-152,63.4,14.2,338,0,0,338,44.3,81.7,1018.3,1,4.3,13,0.14
2022-04-18T06:00:00Z,2022-04-18T05:00:00Z,PT60M,17.6,144,51.0,14.3,444,9,9,452,44.0,81.3,1017.4,351,3.7,14,0.14
2022-04-18T07:00:00Z,2022-04-18T06:00:00Z,PT60M,17.9,112,27.7,14.7,523,102,92,615,44.0,81.3,1016.6,339,3.5,25,0.14
2022-04-18T08:00:00Z,2022-04-18T07:00:00Z,PT60M,18.3,100,10.8,14.9,368,349,265,633,43.9,80.6,1015.8,336,3.4,39,0.14
2022-04-18T09:00:00Z,2022-04-18T08:00:00Z,PT60M,18.5,93,15.8,14.9,262,285,187,449,43.5,79.6,1015.2,334,3.2,52,0.14
2022-04-18T10:00:00Z,2022-04-18T09:00:00Z,PT60M,18.5,88,60.3,14.9,127,0,0,127,43.3,79.6,1015.0,329,3.3,66,0.14
2022-04-18T11:00:00Z,2022-04-18T10:00:00Z,PT60M,18.2,83,61.9,14.9,39,0,0,39,43.2,80.8,1015.2,325,3.3,80,0.14
2022-04-18T12:00:00Z,2022-04-18T11:00:00Z,PT60M,18.2,77,42.1,14.9,1,0,0,1,43.1,81.1,1016.0,323,3.2,94,0.14
2022-04-18T13:00:00Z,2022-04-18T12:00:00Z,PT60M,18.3,71,40.0,14.8,0,0,0,0,43.0,80.3,1016.9,324,3.1,108,0.14
2022-04-18T14:00:00Z,2022-04-18T13:00:00Z,PT60M,18.3,63,50.3,14.9,0,0,0,0,42.9,80.3,1017.7,319,3.0,120,0.14
2022-04-18T15:00:00Z,2022-04-18T14:00:00Z,PT60M,18.2,52,56.7,15.0,0,0,0,0,42.8,81.4,1018.3,309,3.1,132,0.14
2022-04-18T16:00:00Z,2022-04-18T15:00:00Z,PT60M,18.1,36,26.1,15.1,0,0,0,0,42.5,82.7,1018.1,307,3.1,142,0.14
2022-04-18T17:00:00Z,2022-04-18T16:00:00Z,PT60M,17.9,12,4.9,15.1,0,0,0,0,41.9,83.4,1017.5,305,3.1,148,0.14
2022-04-18T18:00:00Z,2022-04-18T17:00:00Z,PT60M,17.9,-16,32.9,15.2,0,0,0,0,41.2,84.0,1016.9,304,3.0,147,0.14
2022-04-18T19:00:00Z,2022-04-18T18:00:00Z,PT60M,17.8,-38,49.7,15.3,0,0,0,0,40.9,84.8,1016.3,310,2.7,141,0.14
2022-04-18T20:00:00Z,2022-04-18T19:00:00Z,PT60M,17.7,-54,57.9,15.3,0,0,0,0,41.2,85.8,1015.8,312,2.6,131,0.14
2022-04-18T21:00:00Z,2022-04-18T20:00:00Z,PT60M,17.7,-64,65.2,15.3,0,0,0,0,41.8,85.8,1015.7,315,2.5,119,0.14
2022-04-18T22:00:00Z,2022-04-18T21:00:00Z,PT60M,17.9,-72,60.7,15.3,0,0,0,0,42.1,85.0,1016.0,322,2.5,106,0.14
2022-04-18T23:00:00Z,2022-04-18T22:00:00Z,PT60M,18.0,-78,60.6,15.3,2,0,0,2,42.1,84.5,1016.6,327,2.3,92,0.14
2022-04-19T00:00:00Z,2022-04-18T23:00:00Z,PT60M,18.1,-83,41.9,15.2,73,2,1,74,42.4,83.2,1015.8,329,2.1,78,0.14
2022-04-19T01:00:00Z,2022-04-19T00:00:00Z,PT60M,18.6,-88,8.4,15.2,187,229,109,297,42.8,80.8,1015.0,329,2.1,64,0.14
2022-04-19T02:00:00Z,2022-04-19T01:00:00Z,PT60M,19.3,-94,3.6,15.4,269,391,246,515,43.0,78.1,1015.3,331,2.3,50,0.14
2022-04-19T03:00:00Z,2022-04-19T02:00:00Z,PT60M,20.0,-101,20.4,15.5,478,123,101,578,43.2,75.5,1015.7,334,2.5,36,0.14
2022-04-19T04:00:00Z,2022-04-19T03:00:00Z,PT60M,20.5,-114,10.7,15.6,419,387,360,779,43.2,73.5,1015.5,341,2.5,23,0.14
2022-04-19T05:00:00Z,2022-04-19T04:00:00Z,PT60M,20.9,-151,0.0,15.7,278,677,660,938,43.0,71.9,1014.7,353,2.4,13,0.14
2022-04-19T06:00:00Z,2022-04-19T05:00:00Z,PT60M,21.3,143,0.0,15.7,278,675,655,933,42.8,70.4,1014.0,6,2.4,14,0.14
2022-04-19T07:00:00Z,2022-04-19T06:00:00Z,PT60M,21.7,112,0.0,15.6,269,648,586,855,42.4,68.5,1013.1,18,2.3,25,0.14
2022-04-19T08:00:00Z,2022-04-19T07:00:00Z,PT60M,21.9,100,1.8,15.4,267,552,434,701,41.9,66.6,1012.3,31,2.2,38,0.14
2022-04-19T09:00:00Z,2022-04-19T08:00:00Z,PT60M,22.1,93,29.9,15.2,295,118,80,376,41.4,64.7,1011.4,43,2.1,52,0.14
2022-04-19T10:00:00Z,2022-04-19T09:00:00Z,PT60M,21.8,87,50.1,15.1,150,0,0,150,41.1,65.6,1011.1,53,1.8,66,0.14
2022-04-19T11:00:00Z,2022-04-19T10:00:00Z,PT60M,20.9,82,68.6,15.1,27,0,0,27,41.0,69.3,1011.2,64,1.2,80,0.14
2022-04-19T12:00:00Z,2022-04-19T11:00:00Z,PT60M,20.0,77,39.0,15.1,1,0,0,1,41.0,73.4,1011.2,90,0.7,94,0.14
2022-04-19T13:00:00Z,2022-04-19T12:00:00Z,PT60M,19.4,71,24.9,15.0,0,0,0,0,41.2,75.7,1011.6,130,0.8,107,0.14
2022-04-19T14:00:00Z,2022-04-19T13:00:00Z,PT60M,19.1,63,15.5,14.8,0,0,0,0,41.6,76.2,1012.3,145,1.0,120,0.14
2022-04-19T15:00:00Z,2022-04-19T14:00:00Z,PT60M,18.9,52,23.2,14.7,0,0,0,0,42.1,76.9,1013.0,152,1.4,132,0.14
2022-04-19T16:00:00Z,2022-04-19T15:00:00Z,PT60M,18.6,35,4.3,14.7,0,0,0,0,42.4,78.1,1013.0,152,1.6,142,0.14
2022-04-19T17:00:00Z,2022-04-19T16:00:00Z,PT60M,18.2,12,35.3,14.7,0,0,0,0,42.6,79.8,1012.5,148,1.7,147,0.14
2022-04-19T18:00:00Z,2022-04-19T17:00:00Z,PT60M,17.9,-15,51.0,14.7,0,0,0,0,42.7,81.6,1012.0,144,1.9,147,0.14
2022-04-19T19:00:00Z,2022-04-19T18:00:00Z,PT60M,17.6,-38,66.3,14.8,0,0,0,0,43.1,83.4,1011.6,138,1.7,140,0.14
2022-04-19T20:00:00Z,2022-04-19T19:00:00Z,PT60M,17.5,-53,43.9,15.0,0,0,0,0,43.7,85.0,1011.2,131,1.4,130,0.14
2022-04-19T21:00:00Z,2022-04-19T20:00:00Z,PT60M,17.5,-64,51.7,15.2,0,0,0,0,44.4,86.4,1010.9,118,1.1,118,0.14
2022-04-19T22:00:00Z,2022-04-19T21:00:00Z,PT60M,17.8,-72,48.6,15.5,0,0,0,0,44.8,86.4,1011.0,114,1.0,105,0.14
2022-04-19T23:00:00Z,2022-04-19T22:00:00Z,PT60M,18.3,-78,44.4,15.7,3,0,0,3,45.0,85.1,1011.4,125,1.0,92,0.14
2022-04-20T00:00:00Z,2022-04-19T23:00:00Z,PT60M,18.8,-83,24.5,16.0,76,17,3,79,45.8,83.5,1013.6,131,1.1,78,0.14
2022-04-20T01:00:00Z,2022-04-20T00:00:00Z,PT60M,19.7,-88,38.8,16.3,183,23,12,196,46.1,80.7,1015.7,125,1.0,64,0.14
2022-04-20T02:00:00Z,2022-04-20T01:00:00Z,PT60M,20.6,-93,67.7,16.5,152,10,6,157,45.4,77.6,1016.2,100,0.2,50,0.14
2022-04-20T03:00:00Z,2022-04-20T02:00:00Z,PT60M,21.4,-101,85.1,16.7,105,0,0,105,44.8,74.6,1016.6,303,1.2,36,0.14
2022-04-20T04:00:00Z,2022-04-20T03:00:00Z,PT60M,22.3,-114,78.2,16.8,186,0,0,186,44.6,71.2,1016.3,301,1.0,23,0.14
2022-04-20T05:00:00Z,2022-04-20T04:00:00Z,PT60M,23.7,-151,43.6,17.0,514,6,5,520,44.8,66.1,1015.4,315,0.2,12,0.14
2022-04-20T06:00:00Z,2022-04-20T05:00:00Z,PT60M,25.6,142,55.5,17.2,407,0,0,407,44.9,59.7,1014.3,204,0.1,13,0.14
2022-04-20T07:00:00Z,2022-04-20T06:00:00Z,PT60M,26.8,111,68.1,17.1,259,0,0,259,44.9,55.6,1013.0,156,0.9,25,0.14
2022-04-20T08:00:00Z,2022-04-20T07:00:00Z,PT60M,27.2,99,68.4,17.0,216,0,0,216,45.0,54.0,1011.9,148,1.5,38,0.14
2022-04-20T09:00:00Z,2022-04-20T08:00:00Z,PT60M,27.1,92,28.1,17.0,298,80,45,343,45.2,53.9,1011.1,150,1.8,52,0.14
2022-04-20T10:00:00Z,2022-04-20T09:00:00Z,PT60M,26.7,87,46.3,17.3,144,0,0,144,45.4,56.2,1010.7,155,2.1,66,0.14
2022-04-20T11:00:00Z,2022-04-20T10:00:00Z,PT60M,25.4,82,69.5,17.9,24,0,0,24,45.3,62.9,1010.8,155,2.5,80,0.14
2022-04-20T12:00:00Z,2022-04-20T11:00:00Z,PT60M,23.8,76,32.7,18.0,1,0,0,1,45.1,70.0,1011.2,156,3.0,94,0.14
2022-04-20T13:00:00Z,2022-04-20T12:00:00Z,PT60M,22.6,70,20.8,17.8,0,0,0,0,44.9,74.6,1011.8,156,3.4,107,0.14
2022-04-20T14:00:00Z,2022-04-20T13:00:00Z,PT60M,21.8,62,20.0,17.8,0,0,0,0,44.9,78.1,1012.5,156,3.5,120,0.14
2022-04-20T15:00:00Z,2022-04-20T14:00:00Z,PT60M,21.2,51,0.1,17.7,0,0,0,0,45.0,80.7,1013.2,158,3.3,132,0.14
2022-04-20T16:00:00Z,2022-04-20T15:00:00Z,PT60M,20.7,35,0.0,17.6,0,0,0,0,45.3,82.7,1013.3,160,3.0,141,0.14
2022-04-20T17:00:00Z,2022-04-20T16:00:00Z,PT60M,20.4,11,0.9,17.6,0,0,0,0,45.6,84.0,1012.9,160,2.8,147,0.14
2022-04-20T18:00:00Z,2022-04-20T17:00:00Z,PT60M,19.9,-15,43.7,17.0,0,0,0,0,43.6,83.1,1011.9,152,2.5,146,0.14
2022-04-20T19:00:00Z,2022-04-20T18:00:00Z,PT60M,19.4,-38,52.9,16.3,0,0,0,0,41.8,82.3,1011.0,144,2.4,140,0.14
2022-04-20T20:00:00Z,2022-04-20T19:00:00Z,PT60M,19.2,-53,23.2,16.2,0,0,0,0,42.4,83.0,1010.5,139,2.1,130,0.14
2022-04-20T21:00:00Z,2022-04-20T20:00:00Z,PT60M,19.0,-64,46.0,16.1,0,0,0,0,43.6,83.3,1010.4,134,2.0,118,0.14
2022-04-20T22:00:00Z,2022-04-20T21:00:00Z,PT60M,19.0,-71,52.6,16.1,0,0,0,0,45.4,83.3,1010.5,127,1.8,105,0.14
2022-04-20T23:00:00Z,2022-04-20T22:00:00Z,PT60M,19.1,-77,38.6,16.3,3,0,0,3,46.9,83.6,1010.8,117,1.6,92,0.14
2022-04-21T00:00:00Z,2022-04-20T23:00:00Z,PT60M,19.7,-82,42.6,16.8,62,0,0,62,48.3,83.3,1011.2,119,1.5,78,0.14
2022-04-21T01:00:00Z,2022-04-21T00:00:00Z,PT60M,21.0,-87,70.9,17.3,94,0,0,94,48.8,79.6,1011.8,125,1.7,64,0.14
2022-04-21T02:00:00Z,2022-04-21T01:00:00Z,PT60M,22.9,-93,81.4,17.6,96,0,0,96,48.9,72.0,1012.2,138,2.2,50,0.14
2022-04-21T03:00:00Z,2022-04-21T02:00:00Z,PT60M,25.0,-100,76.0,18.0,178,0,0,178,49.4,65.1,1012.1,152,2.7,36,0.14
2022-04-21T04:00:00Z,2022-04-21T03:00:00Z,PT60M,26.6,-113,66.0,18.5,285,0,0,285,50.0,61.1,1011.5,162,3.1,23,0.14
2022-04-21T05:00:00Z,2022-04-21T04:00:00Z,PT60M,27.1,-150,58.9,19.0,371,0,0,371,50.4,61.3,1010.5,165,3.2,12,0.14
2022-04-21T06:00:00Z,2022-04-21T05:00:00Z,PT60M,27.0,141,66.6,19.3,303,0,0,303,50.0,62.8,1009.5,158,3.3,13,0.14
2022-04-21T07:00:00Z,2022-04-21T06:00:00Z,PT60M,27.1,110,72.8,19.5,231,0,0,231,50.0,63.2,1008.5,153,3.5,25,0.14
2022-04-21T08:00:00Z,2022-04-21T07:00:00Z,PT60M,27.4,99,69.2,19.9,215,0,0,215,50.5,63.4,1007.6,155,4.1,38,0.14
2022-04-21T09:00:00Z,2022-04-21T08:00:00Z,PT60M,27.5,92,75.9,20.0,124,0,0,124,51.0,63.5,1007.0,154,4.4,52,0.14
2022-04-21T10:00:00Z,2022-04-21T09:00:00Z,PT60M,27.2,86,78.7,20.2,72,0,0,72,52.0,65.3,1006.9,153,4.0,66,0.14
2022-04-21T11:00:00Z,2022-04-21T10:00:00Z,PT60M,26.1,81,64.3,20.5,31,0,0,31,52.6,71.2,1006.9,145,3.8,80,0.14
2022-04-21T12:00:00Z,2022-04-21T11:00:00Z,PT60M,24.5,76,73.6,20.7,0,0,0,0,51.4,79.2,1007.4,142,4.2,94,0.14
2022-04-21T13:00:00Z,2022-04-21T12:00:00Z,PT60M,23.4,70,48.7,20.8,0,0,0,0,49.8,85.1,1008.0,147,4.3,107,0.14
2022-04-21T14:00:00Z,2022-04-21T13:00:00Z,PT60M,22.6,62,38.1,20.7,0,0,0,0,49.5,88.8,1008.7,147,3.6,120,0.14
2022-04-21T15:00:00Z,2022-04-21T14:00:00Z,PT60M,22.1,51,27.8,20.6,0,0,0,0,49.5,91.2,1009.6,149,3.2,132,0.14
2022-04-21T16:00:00Z,2022-04-21T15:00:00Z,PT60M,21.8,34,34.3,20.5,0,0,0,0,49.2,92.6,1009.7,151,3.1,141,0.14
2022-04-21T17:00:00Z,2022-04-21T16:00:00Z,PT60M,21.5,11,35.2,20.6,0,0,0,0,48.8,94.1,1009.3,151,3.2,147,0.14
2022-04-21T18:00:00Z,2022-04-21T17:00:00Z,PT60M,21.4,-15,43.3,20.5,0,0,0,0,46.6,94.9,1008.5,146,3.6,146,0.14
2022-04-21T19:00:00Z,2022-04-21T18:00:00Z,PT60M,21.2,-38,66.7,20.5,0,0,0,0,45.2,95.5,1007.9,145,3.2,140,0.14
2022-04-21T20:00:00Z,2022-04-21T19:00:00Z,PT60M,21.0,-53,72.7,20.4,0,0,0,0,45.4,96.7,1007.7,142,2.5,130,0.14
2022-04-21T21:00:00Z,2022-04-21T20:00:00Z,PT60M,20.8,-63,70.3,20.4,0,0,0,0,45.1,97.3,1007.7,138,2.4,118,0.14
2022-04-21T22:00:00Z,2022-04-21T21:00:00Z,PT60M,20.8,-71,51.5,20.4,0,0,0,0,45.9,97.6,1008.2,140,2.1,105,0.14
2022-04-21T23:00:00Z,2022-04-21T22:00:00Z,PT60M,21.0,-77,50.8,20.5,4,0,0,4,47.8,96.9,1008.8,146,1.8,92,0.14
2022-04-22T00:00:00Z,2022-04-21T23:00:00Z,PT60M,21.9,-82,38.9,20.7,82,0,0,82,49.1,93.1,1009.2,158,2.2,78,0.14
2022-04-22T01:00:00Z,2022-04-22T00:00:00Z,PT60M,23.5,-87,11.4,21.1,161,339,157,318,49.2,86.3,1009.5,167,2.9,64,0.14
2022-04-22T02:00:00Z,2022-04-22T01:00:00Z,PT60M,25.4,-92,14.5,21.4,316,262,171,488,48.8,78.7,1009.4,173,3.8,50,0.14
2022-04-22T03:00:00Z,2022-04-22T02:00:00Z,PT60M,27.1,-100,23.3,21.5,461,142,113,575,49.0,71.6,1009.1,177,4.7,36,0.14
2022-04-22T04:00:00Z,2022-04-22T03:00:00Z,PT60M,28.5,-112,33.4,21.4,463,136,128,591,48.9,65.4,1008.2,175,4.9,22,0.14
2022-04-22T05:00:00Z,2022-04-22T04:00:00Z,PT60M,30.5,-150,27.2,21.3,506,187,184,690,48.5,58.1,1007.1,175,5.0,12,0.14
2022-04-22T06:00:00Z,2022-04-22T05:00:00Z,PT60M,31.6,140,23.0,21.4,580,144,140,720,48.0,54.6,1006.1,179,5.1,13,0.14
2022-04-22T07:00:00Z,2022-04-22T06:00:00Z,PT60M,31.8,109,16.9,21.5,513,205,186,699,47.5,54.7,1005.1,173,4.9,25,0.14
2022-04-22T08:00:00Z,2022-04-22T07:00:00Z,PT60M,32.1,98,9.7,21.5,374,326,257,631,48.2,53.3,1003.9,162,5.0,38,0.14
2022-04-22T09:00:00Z,2022-04-22T08:00:00Z,PT60M,31.4,91,16.6,21.8,342,132,84,426,48.0,56.7,1003.3,150,5.6,52,0.14
2022-04-22T10:00:00Z,2022-04-22T09:00:00Z,PT60M,29.5,86,38.1,22.2,184,0,0,184,48.0,64.8,1003.5,144,6.2,66,0.14
2022-04-22T11:00:00Z,2022-04-22T10:00:00Z,PT60M,27.7,81,50.9,22.1,44,0,0,44,47.9,71.9,1004.3,146,6.1,80,0.14
2022-04-22T12:00:00Z,2022-04-22T11:00:00Z,PT60M,25.9,76,37.1,22.0,1,0,0,1,46.2,78.9,1005.0,143,5.5,94,0.14
2022-04-22T13:00:00Z,2022-04-22T12:00:00Z,PT60M,24.8,70,22.4,22.1,0,0,0,0,45.1,84.7,1005.8,141,4.9,107,0.14
2022-04-22T14:00:00Z,2022-04-22T13:00:00Z,PT60M,24.2,62,13.2,22.2,0,0,0,0,45.0,88.4,1006.5,141,4.4,120,0.14
2022-04-22T15:00:00Z,2022-04-22T14:00:00Z,PT60M,23.8,50,3.3,22.3,0,0,0,0,45.5,91.4,1007.2,138,3.8,132,0.14
2022-04-22T16:00:00Z,2022-04-22T15:00:00Z,PT60M,23.4,34,50.5,22.5,0,0,0,0,45.8,94.4,1007.4,133,3.3,141,0.14
2022-04-22T17:00:00Z,2022-04-22T16:00:00Z,PT60M,23.3,11,45.4,22.7,0,0,0,0,46.2,96.4,1007.2,126,2.7,146,0.14
2022-04-22T18:00:00Z,2022-04-22T17:00:00Z,PT60M,23.2,-15,60.8,22.7,0,0,0,0,45.9,97.0,1007.0,118,2.3,146,0.14
2022-04-22T19:00:00Z,2022-04-22T18:00:00Z,PT60M,23.1,-37,60.6,22.6,0,0,0,0,45.1,97.0,1006.6,108,1.9,140,0.14
2022-04-22T20:00:00Z,2022-04-22T19:00:00Z,PT60M,23.2,-53,68.8,22.6,0,0,0,0,44.7,96.7,1006.4,101,1.5,130,0.14
2022-04-22T21:00:00Z,2022-04-22T20:00:00Z,PT60M,23.3,-63,39.5,22.6,0,0,0,0,44.8,96.1,1006.4,99,1.3,118,0.14
2022-04-22T22:00:00Z,2022-04-22T21:00:00Z,PT60M,23.4,-71,47.3,22.6,0,0,0,0,45.0,95.6,1006.8,107,1.2,105,0.14
2022-04-22T23:00:00Z,2022-04-22T22:00:00Z,PT60M,23.5,-77,55.4,22.6,4,0,0,4,45.3,95.0,1007.2,123,1.3,91,0.14
2022-04-23T00:00:00Z,2022-04-22T23:00:00Z,PT60M,23.8,-82,50.1,22.7,57,0,0,57,45.5,93.3,1007.6,136,1.5,78,0.14
2022-04-23T01:00:00Z,2022-04-23T00:00:00Z,PT60M,24.5,-87,45.4,22.8,187,0,0,187,45.8,90.0,1007.9,142,1.6,64,0.14
2022-04-23T02:00:00Z,2022-04-23T01:00:00Z,PT60M,25.3,-92,48.6,22.7,288,0,0,288,46.3,86.0,1008.3,141,1.7,50,0.14
2022-04-23T03:00:00Z,2022-04-23T02:00:00Z,PT60M,26.1,-99,52.8,22.8,353,0,0,353,46.5,81.8,1008.2,137,1.9,36,0.14
2022-04-23T04:00:00Z,2022-04-23T03:00:00Z,PT60M,27.3,-112,33.5,22.9,561,24,22,583,46.7,76.9,1007.6,134,2.2,22,0.14
2022-04-23T05:00:00Z,2022-04-23T04:00:00Z,PT60M,28.7,-149,22.4,22.9,571,166,163,734,47.4,71.1,1006.9,142,2.1,11,0.14
2022-04-23T06:00:00Z,2022-04-23T05:00:00Z,PT60M,29.5,139,19.4,22.9,539,222,216,755,48.4,67.7,1006.1,149,2.3,13,0.14
2022-04-23T07:00:00Z,2022-04-23T06:00:00Z,PT60M,30.1,108,22.3,23.0,548,115,105,653,49.6,65.8,1005.0,136,2.7,25,0.14
2022-04-23T08:00:00Z,2022-04-23T07:00:00Z,PT60M,31.0,97,16.5,23.0,441,180,142,584,51.3,62.7,1003.8,124,3.2,38,0.14
2022-04-23T09:00:00Z,2022-04-23T08:00:00Z,PT60M,31.4,91,20.8,23.0,340,99,65,405,53.9,60.7,1003.1,131,3.3,52,0.14
2022-04-23T10:00:00Z,2022-04-23T09:00:00Z,PT60M,31.0,86,44.2,23.2,165,0,0,165,55.8,62.9,1003.0,132,3.5,66,0.14
2022-04-23T11:00:00Z,2022-04-23T10:00:00Z,PT60M,29.5,81,52.8,23.4,40,0,0,40,56.3,70.1,1003.2,124,3.8,80,0.14
2022-04-23T12:00:00Z,2022-04-23T11:00:00Z,PT60M,27.4,75,38.6,23.2,1,0,0,1,55.7,78.2,1003.8,128,4.2,94,0.14
