PeriodEnd,PeriodStart,Period,AirTemp,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,PrecipitableWater,RelativeHumidity,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith,AlbedoDaily
2022-02-28T02:00:00Z,2022-02-28T01:00:00Z,PT60M,18.7,-113,39.8,14.3,240,0,0,240,30.1,75.3,1016.5,153,2.2,61,0.14
2022-02-28T03:00:00Z,2022-02-28T02:00:00Z,PT60M,20.5,-123,29.4,14.6,381,75,54,435,30.9,68.9,1016.7,162,2.7,49,0.14
2022-02-28T04:00:00Z,2022-02-28T03:00:00Z,PT60M,22.1,-138,0.1,14.7,270,620,485,754,31.5,63.1,1016.2,167,3.2,39,0.14
2022-02-28T05:00:00Z,2022-02-28T04:00:00Z,PT60M,23.5,-161,0.8,14.8,297,629,537,834,31.9,58.2,1015.2,167,3.5,31,0.14
2022-02-28T06:00:00Z,2022-02-28T05:00:00Z,PT60M,24.7,170,13.1,14.9,465,319,275,740,32.2,54.4,1013.9,163,3.7,30,0.14
2022-02-28T07:00:00Z,2022-02-28T06:00:00Z,PT60M,25.7,145,19.4,15.0,454,209,173,627,32.3,51.5,1012.5,159,3.8,36,0.14
2022-02-28T08:00:00Z,2022-02-28T07:00:00Z,PT60M,26.5,127,13.0,15.1,379,253,178,556,32.4,49.4,1011.3,156,4.0,46,0.14
2022-02-28T09:00:00Z,2022-02-28T08:00:00Z,PT60M,26.7,116,23.0,15.2,293,101,61,355,32.8,49.3,1010.6,151,4.5,57,0.14
2022-02-28T10:00:00Z,2022-02-28T09:00:00Z,PT60M,26.1,108,45.1,15.7,135,0,0,135,34.3,52.7,1010.5,144,5.2,70,0.14
2022-02-28T11:00:00Z,2022-02-28T10:00:00Z,PT60M,24.4,102,70.2,16.1,17,0,0,17,36.5,60.0,1010.8,139,5.7,84,0.14
2022-02-28T12:00:00Z,2022-02-28T11:00:00Z,PT60M,22.3,96,90.0,16.1,0,0,0,0,37.7,68.0,1011.6,140,5.6,98,0.14
2022-02-28T13:00:00Z,2022-02-28T12:00:00Z,PT60M,21.0,91,75.2,16.1,0,0,0,0,38.1,73.6,1012.8,143,5.3,112,0.14
2022-02-28T14:00:00Z,2022-02-28T13:00:00Z,PT60M,20.2,85,68.3,16.3,0,0,0,0,38.1,78.3,1013.8,142,4.9,126,0.14
2022-02-28T15:00:00Z,2022-02-28T14:00:00Z,PT60M,19.6,78,64.8,16.5,0,0,0,0,37.8,82.5,1014.4,141,4.4,140,0.14
2022-02-28T16:00:00Z,2022-02-28T15:00:00Z,PT60M,19.2,65,56.6,16.7,0,0,0,0,37.6,85.7,1014.5,139,3.8,153,0.14
2022-02-28T17:00:00Z,2022-02-28T16:00:00Z,PT60M,18.9,36,57.4,16.9,0,0,0,0,37.6,88.1,1014.5,134,3.3,164,0.14
2022-02-28T18:00:00Z,2022-02-28T17:00:00Z,PT60M,18.6,-21,59.0,16.9,0,0,0,0,37.4,89.9,1014.2,125,2.8,166,0.14
2022-02-28T19:00:00Z,2022-02-28T18:00:00Z,PT60M,18.3,-59,67.8,16.9,0,0,0,0,37.0,91.6,1013.8,119,2.5,157,0.14
2022-02-28T20:00:00Z,2022-02-28T19:00:00Z,PT60M,18.3,-75,71.0,17.0,0,0,0,0,36.8,92.6,1013.5,118,2.2,144,0.14
2022-02-28T21:00:00Z,2022-02-28T20:00:00Z,PT60M,18.5,-83,63.0,17.2,0,0,0,0,36.8,92.2,1013.3,121,2.0,130,0.14
2022-02-28T22:00:00Z,2022-02-28T21:00:00Z,PT60M,18.7,-89,38.1,17.3,0,0,0,0,36.9,92.0,1013.5,128,1.9,116,0.14
2022-02-28T23:00:00Z,2022-02-28T22:00:00Z,PT60M,18.7,-94,36.9,17.4,0,0,0,0,37.0,92.0,1014.1,131,1.8,102,0.14
2022-03-01T00:00:00Z,2022-02-28T23:00:00Z,PT60M,18.9,-100,38.2,17.6,12,0,0,12,37.1,92.0,1014.8,122,1.5,88,0.14
2022-03-01T01:00:00Z,2022-03-01T00:00:00Z,PT60M,19.3,-106,58.6,17.9,74,0,0,74,37.3,91.3,1015.6,111,1.3,74,0.14
2022-03-01T02:00:00Z,2022-03-01T01:00:00Z,PT60M,19.8,-113,72.9,18.0,108,0,0,108,37.2,89.1,1016.4,105,1.1,61,0.14
2022-03-01T03:00:00Z,2022-03-01T02:00:00Z,PT60M,20.4,-123,80.3,18.0,117,0,0,117,37.2,86.1,1016.7,93,1.1,49,0.14
2022-03-01T04:00:00Z,2022-03-01T03:00:00Z,PT60M,21.1,-138,60.2,17.9,297,0,0,297,37.1,81.9,1016.5,88,1.3,38,0.14
2022-03-01T05:00:00Z,2022-03-01T04:00:00Z,PT60M,22.0,-161,50.9,17.7,403,0,0,403,37.2,76.6,1015.7,97,1.7,31,0.14
2022-03-01T06:00:00Z,2022-03-01T05:00:00Z,PT60M,22.8,170,48.9,17.5,422,0,0,422,37.2,72.0,1014.7,99,2.1,30,0.14
2022-03-01T07:00:00Z,2022-03-01T06:00:00Z,PT60M,23.2,144,37.2,17.3,468,0,0,468,37.3,69.7,1013.8,95,2.5,35,0.14
2022-03-01T08:00:00Z,2022-03-01T07:00:00Z,PT60M,23.3,127,36.0,17.2,393,0,0,393,37.4,68.8,1013.1,93,2.6,45,0.14
2022-03-01T09:00:00Z,2022-03-01T08:00:00Z,PT60M,23.2,115,54.8,17.2,191,0,0,191,37.6,69.0,1013.0,98,2.5,57,0.14
2022-03-01T10:00:00Z,2022-03-01T09:00:00Z,PT60M,22.9,107,39.7,17.4,113,26,6,120,37.8,71.0,1013.2,108,2.3,70,0.14
2022-03-01T11:00:00Z,2022-03-01T10:00:00Z,PT60M,22.5,101,36.1,17.7,34,13,3,36,38.4,74.3,1013.7,118,2.2,84,0.14
2022-03-01T12:00:00Z,2022-03-01T11:00:00Z,PT60M,22.0,96,46.5,17.7,0,0,0,0,39.0,76.9,1014.4,132,2.3,98,0.14
2022-03-01T13:00:00Z,2022-03-01T12:00:00Z,PT60M,21.6,90,47.3,17.6,0,0,0,0,39.5,78.0,1015.4,141,2.2,112,0.14
2022-03-01T14:00:00Z,2022-03-01T13:00:00Z,PT60M,21.3,85,76.0,17.5,0,0,0,0,39.8,79.0,1016.2,146,2.1,126,0.14
2022-03-01T15:00:00Z,2022-03-01T14:00:00Z,PT60M,21.0,77,51.8,17.4,0,0,0,0,39.8,79.9,1016.6,151,1.9,139,0.14
2022-03-01T16:00:00Z,2022-03-01T15:00:00Z,PT60M,20.5,65,76.7,17.2,0,0,0,0,39.6,81.7,1016.6,145,2.0,153,0.14
2022-03-01T17:00:00Z,2022-03-01T16:00:00Z,PT60M,19.9,36,79.3,17.1,0,0,0,0,39.2,83.7,1016.5,128,2.0,164,0.14
2022-03-01T18:00:00Z,2022-03-01T17:00:00Z,PT60M,19.4,-20,71.5,16.8,0,0,0,0,38.6,85.2,1016.3,112,1.9,165,0.14
2022-03-01T19:00:00Z,2022-03-01T18:00:00Z,PT60M,18.9,-58,66.5,16.6,0,0,0,0,38.2,86.2,1016.1,107,1.7,156,0.14
2022-03-01T20:00:00Z,2022-03-01T19:00:00Z,PT60M,18.7,-74,69.0,16.4,0,0,0,0,38.1,86.5,1015.9,112,1.5,144,0.14
2022-03-01T21:00:00Z,2022-03-01T20:00:00Z,PT60M,18.5,-83,74.8,16.2,0,0,0,0,37.7,86.2,1015.5,118,1.3,130,0.14
2022-03-01T22:00:00Z,2022-03-01T21:00:00Z,PT60M,18.4,-89,63.0,16.0,0,0,0,0,37.4,85.9,1015.5,126,1.3,116,0.14
2022-03-01T23:00:00Z,2022-03-01T22:00:00Z,PT60M,18.3,-94,55.7,15.9,0,0,0,0,37.3,86.2,1016.0,138,1.4,102,0.14
2022-03-02T00:00:00Z,2022-03-01T23:00:00Z,PT60M,18.6,-99,49.3,16.0,15,0,0,15,37.4,85.1,1016.6,148,1.5,88,0.14
2022-03-02T01:00:00Z,2022-03-02T00:00:00Z,PT60M,19.9,-105,43.4,16.2,97,0,0,97,37.5,79.4,1017.2,154,1.7,74,0.14
2022-03-02T02:00:00Z,2022-03-02T01:00:00Z,PT60M,21.8,-112,39.0,16.3,239,0,0,239,37.4,71.1,1017.7,154,2.2,61,0.14
2022-03-02T03:00:00Z,2022-03-02T02:00:00Z,PT60M,23.4,-123,37.7,16.2,370,0,0,371,37.3,63.9,1017.8,155,2.6,49,0.14
2022-03-02T04:00:00Z,2022-03-02T03:00:00Z,PT60M,24.5,-138,25.8,16.1,536,19,15,551,37.2,59.7,1017.3,155,3.0,38,0.14
2022-03-02T05:00:00Z,2022-03-02T04:00:00Z,PT60M,25.0,-161,34.8,16.1,539,0,0,539,37.0,57.7,1016.3,149,3.1,31,0.14
2022-03-02T06:00:00Z,2022-03-02T05:00:00Z,PT60M,25.5,170,24.3,15.9,585,54,47,632,37.1,55.3,1015.1,146,3.1,30,0.14
2022-03-02T07:00:00Z,2022-03-02T06:00:00Z,PT60M,26.1,144,7.1,15.7,425,334,274,698,37.1,52.9,1013.8,144,3.1,35,0.14
2022-03-02T08:00:00Z,2022-03-02T07:00:00Z,PT60M,26.4,126,5.0,15.6,347,341,243,590,37.1,51.6,1012.7,140,3.0,45,0.14
2022-03-02T09:00:00Z,2022-03-02T08:00:00Z,PT60M,26.4,115,19.1,15.5,307,90,52,359,37.0,51.2,1012.1,135,3.0,57,0.14
2022-03-02T10:00:00Z,2022-03-02T09:00:00Z,PT60M,26.2,107,43.9,15.6,133,0,0,133,36.9,51.8,1012.1,132,3.2,70,0.14
2022-03-02T11:00:00Z,2022-03-02T10:00:00Z,PT60M,25.3,101,54.5,15.9,25,0,0,25,36.9,55.9,1012.3,124,3.3,84,0.14
2022-03-02T12:00:00Z,2022-03-02T11:00:00Z,PT60M,24.0,95,91.4,16.4,0,0,0,0,37.0,62.4,1012.9,120,3.3,98,0.14
2022-03-02T13:00:00Z,2022-03-02T12:00:00Z,PT60M,23.0,90,92.5,16.8,0,0,0,0,37.5,68.1,1013.8,133,3.7,112,0.14
2022-03-02T14:00:00Z,2022-03-02T13:00:00Z,PT60M,22.1,84,68.3,17.1,0,0,0,0,38.5,73.3,1014.5,147,3.9,126,0.14
2022-03-02T15:00:00Z,2022-03-02T14:00:00Z,PT60M,21.4,77,56.8,17.3,0,0,0,0,39.5,77.3,1014.7,152,3.7,139,0.14
2022-03-02T16:00:00Z,2022-03-02T15:00:00Z,PT60M,21.0,64,47.4,17.3,0,0,0,0,39.8,79.7,1014.7,152,3.6,153,0.14
2022-03-02T17:00:00Z,2022-03-02T16:00:00Z,PT60M,20.6,35,32.1,17.2,0,0,0,0,39.6,81.1,1014.5,148,3.3,163,0.14
2022-03-02T18:00:00Z,2022-03-02T17:00:00Z,PT60M,20.1,-20,62.5,17.1,0,0,0,0,38.9,82.6,1013.9,146,3.1,165,0.14
2022-03-02T19:00:00Z,2022-03-02T18:00:00Z,PT60M,19.7,-58,51.5,16.9,0,0,0,0,38.0,83.9,1013.3,143,2.7,156,0.14
2022-03-02T20:00:00Z,2022-03-02T19:00:00Z,PT60M,19.4,-73,2.9,17.0,0,0,0,0,37.6,85.5,1013.0,137,2.3,143,0.14
2022-03-02T21:00:00Z,2022-03-02T20:00:00Z,PT60M,19.1,-82,0.0,16.9,0,0,0,0,37.4,87.1,1012.8,134,2.3,130,0.14
2022-03-02T22:00:00Z,2022-03-02T21:00:00Z,PT60M,18.9,-88,0.0,17.0,0,0,0,0,37.1,88.5,1012.9,134,2.2,116,0.14
2022-03-02T23:00:00Z,2022-03-02T22:00:00Z,PT60M,18.7,-94,8.8,16.9,0,0,0,0,36.7,89.6,1013.5,134,2.0,102,0.14
2022-03-03T00:00:00Z,2022-03-02T23:00:00Z,PT60M,18.9,-99,12.2,17.0,19,2,0,19,36.7,88.4,1014.2,138,1.9,88,0.14
2022-03-03T01:00:00Z,2022-03-03T00:00:00Z,PT60M,20.1,-105,8.5,17.1,124,151,44,168,37.0,82.5,1014.9,144,2.0,74,0.14
2022-03-03T02:00:00Z,2022-03-03T01:00:00Z,PT60M,21.9,-112,5.0,17.1,207,352,181,388,37.0,74.4,1015.4,150,2.2,61,0.14
2022-03-03T03:00:00Z,2022-03-03T02:00:00Z,PT60M,23.5,-122,0.0,17.0,248,533,353,602,36.8,67.1,1015.4,157,2.5,48,0.14
2022-03-03T04:00:00Z,2022-03-03T03:00:00Z,PT60M,25.2,-137,0.0,17.0,353,452,358,710,36.6,60.6,1014.7,165,2.8,38,0.14
2022-03-03T05:00:00Z,2022-03-03T04:00:00Z,PT60M,26.7,-161,0.0,16.9,388,464,400,788,36.6,55.1,1013.3,169,3.1,30,0.14
2022-03-03T06:00:00Z,2022-03-03T05:00:00Z,PT60M,27.9,169,0.8,17.0,398,456,398,795,37.0,51.7,1011.8,169,3.4,29,0.14
2022-03-03T07:00:00Z,2022-03-03T06:00:00Z,PT60M,28.7,143,29.8,17.2,516,12,10,526,37.4,49.8,1010.4,167,3.8,35,0.14
2022-03-03T08:00:00Z,2022-03-03T07:00:00Z,PT60M,29.0,126,40.2,17.3,370,0,0,370,37.4,49.0,1009.2,163,4.3,45,0.14
2022-03-03T09:00:00Z,2022-03-03T08:00:00Z,PT60M,28.9,115,36.6,17.4,273,0,0,273,37.6,49.7,1008.6,157,4.9,57,0.14
2022-03-03T10:00:00Z,2022-03-03T09:00:00Z,PT60M,28.1,107,43.8,17.6,131,0,0,131,38.9,52.8,1008.6,148,5.6,70,0.14
2022-03-03T11:00:00Z,2022-03-03T10:00:00Z,PT60M,26.2,100,43.2,17.7,29,0,0,29,40.9,59.4,1009.1,142,6.2,84,0.14
2022-03-03T12:00:00Z,2022-03-03T11:00:00Z,PT60M,24.2,95,65.1,17.7,0,0,0,0,40.8,67.1,1010.0,143,6.1,98,0.14
2022-03-03T13:00:00Z,2022-03-03T12:00:00Z,PT60M,22.9,90,68.2,17.8,0,0,0,0,39.3,73.0,1010.8,147,6.0,112,0.14
2022-03-03T14:00:00Z,2022-03-03T13:00:00Z,PT60M,22.2,84,70.3,18.0,0,0,0,0,38.5,77.1,1011.6,150,5.5,125,0.14
2022-03-03T15:00:00Z,2022-03-03T14:00:00Z,PT60M,21.8,76,27.5,18.2,0,0,0,0,38.4,79.8,1012.2,151,5.0,139,0.14
2022-03-03T16:00:00Z,2022-03-03T15:00:00Z,PT60M,21.4,63,38.8,18.4,0,0,0,0,38.2,82.5,1012.1,147,4.8,152,0.14
2022-03-03T17:00:00Z,2022-03-03T16:00:00Z,PT60M,21.1,34,68.9,18.6,0,0,0,0,37.5,85.4,1011.7,144,4.5,163,0.14
2022-03-03T18:00:00Z,2022-03-03T17:00:00Z,PT60M,20.9,-20,79.0,18.8,0,0,0,0,36.4,87.8,1011.4,143,4.2,165,0.15
2022-03-03T19:00:00Z,2022-03-03T18:00:00Z,PT60M,20.7,-57,74.3,18.8,0,0,0,0,35.1,89.2,1011.1,140,3.8,156,0.15
2022-03-03T20:00:00Z,2022-03-03T19:00:00Z,PT60M,20.4,-73,88.5,18.8,0,0,0,0,34.1,90.3,1010.8,134,3.3,143,0.15
2022-03-03T21:00:00Z,2022-03-03T20:00:00Z,PT60M,20.1,-82,96.7,18.7,0,0,0,0,33.5,91.7,1010.5,127,3.0,130,0.15
2022-03-03T22:00:00Z,2022-03-03T21:00:00Z,PT60M,19.7,-88,97.0,18.6,0,0,0,0,32.2,93.1,1010.6,116,2.8,116,0.15
2022-03-03T23:00:00Z,2022-03-03T22:00:00Z,PT60M,19.4,-93,97.0,18.6,0,0,0,0,31.6,94.5,1011.2,103,2.8,102,0.15
2022-03-04T00:00:00Z,2022-03-03T23:00:00Z,PT60M,19.6,-99,77.5,18.7,10,0,0,10,31.7,94.5,1012.2,107,2.8,88,0.15
2022-03-04T01:00:00Z,2022-03-04T00:00:00Z,PT60M,20.7,-104,60.9,19.1,67,0,0,67,31.8,90.5,1013.0,123,3.1,74,0.15
2022-03-04T02:00:00Z,2022-03-04T01:00:00Z,PT60M,22.1,-112,71.6,19.1,110,0,0,110,32.1,83.3,1013.7,136,3.3,61,0.15
2022-03-04T03:00:00Z,2022-03-04T02:00:00Z,PT60M,23.4,-122,75.9,19.1,144,0,0,144,32.3,76.8,1013.9,146,3.4,48,0.15
2022-03-04T04:00:00Z,2022-03-04T03:00:00Z,PT60M,24.4,-137,72.3,18.9,205,0,0,205,32.5,71.6,1013.4,154,3.4,37,0.15
2022-03-04T05:00:00Z,2022-03-04T04:00:00Z,PT60M,25.0,-161,63.8,18.7,298,0,0,298,33.2,68.1,1012.3,159,3.4,30,0.15
2022-03-04T06:00:00Z,2022-03-04T05:00:00Z,PT60M,25.2,169,53.0,18.9,392,0,0,392,34.0,67.9,1011.1,157,3.3,29,0.15
2022-03-04T07:00:00Z,2022-03-04T06:00:00Z,PT60M,25.2,143,47.7,19.1,406,0,0,406,34.0,69.0,1010.0,151,3.3,35,0.15
2022-03-04T08:00:00Z,2022-03-04T07:00:00Z,PT60M,25.1,125,54.8,19.2,294,0,0,294,33.5,69.4,1008.9,148,3.5,45,0.15
2022-03-04T09:00:00Z,2022-03-04T08:00:00Z,PT60M,25.1,114,65.5,19.2,159,0,0,159,34.2,69.8,1008.3,141,3.8,57,0.15
2022-03-04T10:00:00Z,2022-03-04T09:00:00Z,PT60M,25.1,106,70.8,19.3,72,0,0,72,36.1,69.8,1008.3,136,4.1,70,0.15
2022-03-04T11:00:00Z,2022-03-04T10:00:00Z,PT60M,24.6,100,63.7,19.3,15,0,0,15,37.7,72.2,1008.6,135,4.0,84,0.15
2022-03-04T12:00:00Z,2022-03-04T11:00:00Z,PT60M,23.5,95,71.9,19.4,0,0,0,0,38.5,77.4,1009.3,133,3.9,97,0.15
2022-03-04T13:00:00Z,2022-03-04T12:00:00Z,PT60M,22.7,89,74.8,19.5,0,0,0,0,38.5,82.2,1010.2,132,3.9,111,0.15
2022-03-04T14:00:00Z,2022-03-04T13:00:00Z,PT60M,22.2,83,77.1,19.7,0,0,0,0,38.1,85.5,1010.9,136,4.0,125,0.15
2022-03-04T15:00:00Z,2022-03-04T14:00:00Z,PT60M,21.8,75,72.4,19.8,0,0,0,0,37.7,87.9,1011.2,141,4.0,139,0.15
2022-03-04T16:00:00Z,2022-03-04T15:00:00Z,PT60M,21.6,62,69.0,19.7,0,0,0,0,37.7,88.7,1011.0,143,3.9,152,0.15
2022-03-04T17:00:00Z,2022-03-04T16:00:00Z,PT60M,21.5,33,82.1,19.5,0,0,0,0,37.6,88.4,1010.6,142,3.7,163,0.15
2022-03-04T18:00:00Z,2022-03-04T17:00:00Z,PT60M,21.4,-20,76.6,19.4,0,0,0,0,37.3,88.4,1010.0,139,3.4,164,0.14
2022-03-04T19:00:00Z,2022-03-04T18:00:00Z,PT60M,21.3,-56,68.0,19.4,0,0,0,0,36.8,88.9,1009.6,132,3.1,156,0.14
2022-03-04T20:00:00Z,2022-03-04T19:00:00Z,PT60M,21.1,-72,71.3,19.4,0,0,0,0,36.3,89.8,1009.4,124,2.9,143,0.14
2022-03-04T21:00:00Z,2022-03-04T20:00:00Z,PT60M,21.0,-81,69.0,19.4,0,0,0,0,36.1,90.3,1009.3,119,2.8,129,0.14
2022-03-04T22:00:00Z,2022-03-04T21:00:00Z,PT60M,20.9,-88,62.5,19.5,0,0,0,0,36.9,91.2,1009.4,115,2.6,115,0.14
2022-03-04T23:00:00Z,2022-03-04T22:00:00Z,PT60M,20.9,-93,64.0,19.5,0,0,0,0,38.0,91.7,1009.9,112,2.5,101,0.14
2022-03-05T00:00:00Z,2022-03-04T23:00:00Z,PT60M,20.9,-98,56.6,19.5,14,0,0,14,38.4,91.7,1010.6,115,2.5,87,0.14
2022-03-05T01:00:00Z,2022-03-05T00:00:00Z,PT60M,21.1,-104,50.6,19.6,87,0,0,87,38.5,91.1,1011.3,122,2.8,74,0.14
2022-03-05T02:00:00Z,2022-03-05T01:00:00Z,PT60M,21.4,-111,61.8,19.7,146,0,0,146,38.9,89.8,1012.0,129,3.2,60,0.14
2022-03-05T03:00:00Z,2022-03-05T02:00:00Z,PT60M,21.9,-121,70.7,19.8,173,0,0,173,39.8,87.9,1012.5,134,3.6,48,0.14
2022-03-05T04:00:00Z,2022-03-05T03:00:00Z,PT60M,22.4,-137,67.2,19.9,242,0,0,242,40.8,85.5,1012.5,136,3.9,37,0.14
2022-03-05T05:00:00Z,2022-03-05T04:00:00Z,PT60M,22.9,-161,70.0,19.9,247,0,0,247,41.9,83.4,1011.8,136,4.0,30,0.14
2022-03-05T06:00:00Z,2022-03-05T05:00:00Z,PT60M,23.2,169,69.6,19.7,253,0,0,253,42.6,80.9,1010.8,138,4.1,29,0.14
2022-03-05T07:00:00Z,2022-03-05T06:00:00Z,PT60M,23.5,142,61.5,19.6,297,0,0,297,43.0,78.8,1009.7,141,4.2,34,0.14
2022-03-05T08:00:00Z,2022-03-05T07:00:00Z,PT60M,23.7,125,56.4,19.6,280,0,0,280,43.4,78.1,1008.8,142,4.1,44,0.14
2022-03-05T09:00:00Z,2022-03-05T08:00:00Z,PT60M,23.6,114,63.3,19.7,169,0,0,169,44.0,78.3,1008.3,138,3.9,57,0.14
2022-03-05T10:00:00Z,2022-03-05T09:00:00Z,PT60M,23.5,106,65.5,19.8,88,0,0,88,45.2,79.5,1008.1,131,3.7,70,0.14
2022-03-05T11:00:00Z,2022-03-05T10:00:00Z,PT60M,23.1,100,61.0,19.8,17,0,0,17,46.4,81.5,1008.2,125,3.4,83,0.14
2022-03-05T12:00:00Z,2022-03-05T11:00:00Z,PT60M,22.6,94,55.0,20.0,0,0,0,0,47.4,85.3,1008.7,123,3.1,97,0.14
2022-03-05T13:00:00Z,2022-03-05T12:00:00Z,PT60M,22.2,89,57.3,20.3,0,0,0,0,48.5,88.7,1009.4,127,3.1,111,0.14
2022-03-05T14:00:00Z,2022-03-05T13:00:00Z,PT60M,22.0,83,67.4,20.4,0,0,0,0,49.0,90.4,1009.9,133,3.4,125,0.14
2022-03-05T15:00:00Z,2022-03-05T14:00:00Z,PT60M,21.8,75,53.3,20.4,0,0,0,0,49.4,91.8,1010.2,138,3.8,139,0.14
2022-03-05T16:00:00Z,2022-03-05T15:00:00Z,PT60M,21.6,62,51.8,20.4,0,0,0,0,50.1,92.9,1010.1,140,3.9,152,0.14
2022-03-05T17:00:00Z,2022-03-05T16:00:00Z,PT60M,21.4,32,39.2,20.3,0,0,0,0,49.6,93.2,1009.9,142,3.9,162,0.14
2022-03-05T18:00:00Z,2022-03-05T17:00:00Z,PT60M,21.3,-19,43.0,20.2,0,0,0,0,48.3,93.5,1009.5,141,3.7,164,0.14
2022-03-05T19:00:00Z,2022-03-05T18:00:00Z,PT60M,21.1,-56,39.3,20.1,0,0,0,0,48.3,94.0,1009.1,135,3.5,155,0.14
2022-03-05T20:00:00Z,2022-03-05T19:00:00Z,PT60M,21.0,-72,46.3,20.0,0,0,0,0,48.2,94.0,1008.8,128,3.4,143,0.14
2022-03-05T21:00:00Z,2022-03-05T20:00:00Z,PT60M,21.0,-81,43.8,20.0,0,0,0,0,47.2,94.0,1008.7,125,3.4,129,0.14
2022-03-05T22:00:00Z,2022-03-05T21:00:00Z,PT60M,20.9,-87,49.1,19.9,0,0,0,0,46.4,94.0,1008.8,123,3.2,115,0.14
2022-03-05T23:00:00Z,2022-03-05T22:00:00Z,PT60M,21.0,-93,39.4,19.9,0,0,0,0,46.4,93.7,1009.3,123,3.2,101,0.14
2022-03-06T00:00:00Z,2022-03-05T23:00:00Z,PT60M,21.0,-98,38.8,20.0,14,0,0,14,46.7,94.0,1010.0,128,3.2,87,0.14
2022-03-06T01:00:00Z,2022-03-06T00:00:00Z,PT60M,21.2,-104,53.2,20.3,80,0,0,80,47.5,94.3,1010.7,132,3.2,73,0.14
2022-03-06T02:00:00Z,2022-03-06T01:00:00Z,PT60M,21.7,-111,55.2,20.6,172,0,0,172,47.8,93.8,1011.3,134,3.1,60,0.14
2022-03-06T03:00:00Z,2022-03-06T02:00:00Z,PT60M,22.2,-121,65.1,21.0,203,0,0,203,47.4,92.9,1011.5,134,3.1,48,0.14
2022-03-06T04:00:00Z,2022-03-06T03:00:00Z,PT60M,22.7,-136,69.4,21.4,222,0,0,222,47.2,92.4,1011.3,134,3.2,37,0.14
2022-03-06T05:00:00Z,2022-03-06T04:00:00Z,PT60M,23.2,-160,62.7,21.6,303,0,0,303,46.9,90.7,1010.6,132,3.2,29,0.14
2022-03-06T06:00:00Z,2022-03-06T05:00:00Z,PT60M,24.2,169,50.0,21.7,415,0,0,415,46.9,85.9,1009.5,131,3.0,28,0.14
2022-03-06T07:00:00Z,2022-03-06T06:00:00Z,PT60M,25.2,142,59.5,21.7,319,0,0,319,47.2,80.9,1008.5,121,2.7,34,0.14
2022-03-06T08:00:00Z,2022-03-06T07:00:00Z,PT60M,25.5,124,70.1,21.7,198,0,0,198,47.7,79.3,1007.7,97,3.1,44,0.14
2022-03-06T09:00:00Z,2022-03-06T08:00:00Z,PT60M,25.1,113,70.9,21.7,138,0,0,138,48.6,81.5,1007.2,84,4.1,57,0.14
2022-03-06T10:00:00Z,2022-03-06T09:00:00Z,PT60M,24.2,105,77.7,21.7,58,0,0,58,50.9,85.7,1007.7,79,4.0,70,0.14
2022-03-06T11:00:00Z,2022-03-06T10:00:00Z,PT60M,23.5,99,62.2,21.6,16,0,0,16,52.6,88.8,1008.7,84,3.6,83,0.14
2022-03-06T12:00:00Z,2022-03-06T11:00:00Z,PT60M,23.1,94,52.1,21.4,0,0,0,0,52.6,90.2,1009.7,95,3.6,97,0.14
2022-03-06T13:00:00Z,2022-03-06T12:00:00Z,PT60M,22.7,88,38.4,21.1,0,0,0,0,53.6,91.0,1011.0,99,3.3,111,0.14
2022-03-06T14:00:00Z,2022-03-06T13:00:00Z,PT60M,22.3,82,79.2,20.8,0,0,0,0,54.3,91.2,1011.8,103,3.0,125,0.14
2022-03-06T15:00:00Z,2022-03-06T14:00:00Z,PT60M,22.1,74,91.5,20.7,0,0,0,0,54.7,91.8,1012.4,120,2.4,139,0.14
2022-03-06T16:00:00Z,2022-03-06T15:00:00Z,PT60M,21.9,61,42.5,20.7,0,0,0,0,55.0,92.6,1012.8,131,2.0,152,0.14
2022-03-06T17:00:00Z,2022-03-06T16:00:00Z,PT60M,21.8,32,33.5,20.8,0,0,0,0,54.6,93.8,1013.1,119,1.8,162,0.14
2022-03-06T18:00:00Z,2022-03-06T17:00:00Z,PT60M,21.8,-19,53.1,20.9,0,0,0,0,54.4,94.6,1013.2,91,1.8,164,0.14
2022-03-06T19:00:00Z,2022-03-06T18:00:00Z,PT60M,21.7,-55,29.1,21.0,0,0,0,0,54.9,95.5,1013.4,56,2.6,155,0.14
2022-03-06T20:00:00Z,2022-03-06T19:00:00Z,PT60M,21.6,-71,50.6,20.9,0,0,0,0,55.6,96.1,1013.8,39,3.2,143,0.14
2022-03-06T21:00:00Z,2022-03-06T20:00:00Z,PT60M,21.7,-80,48.6,20.8,0,0,0,0,55.3,94.9,1014.1,31,3.5,129,0.14
2022-03-06T22:00:00Z,2022-03-06T21:00:00Z,PT60M,21.9,-87,38.2,20.3,0,0,0,0,53.5,90.9,1014.6,31,3.6,115,0.14
2022-03-06T23:00:00Z,2022-03-06T22:00:00Z,PT60M,21.8,-92,65.7,19.2,0,0,0,0,51.2,85.1,1015.3,26,3.4,101,0.14
2022-03-07T00:00:00Z,2022-03-06T23:00:00Z,PT60M,21.6,-98,52.0,17.6,17,0,0,17,49.2,77.7,1016.4,19,4.0,87,0.14
2022-03-07T01:00:00Z,2022-03-07T00:00:00Z,PT60M,21.4,-103,67.1,15.7,57,0,0,57,47.8,70.2,1017.5,20,4.5,73,0.14
